config,suite,scenario_id,runs,pass,fail,outcome,collision,brake
safe_fallback,radar_only_regression,cut_out_late_65_35,5,0,5,all_fail,0,0
safe_fallback,radar_only_regression,cut_out_80_50,5,5,0,all_pass,0,0
safe_fallback,radar_only_regression,multi_adjacent_decoy_65,5,5,0,all_pass,0,5
safe_fallback,radar_only_regression,multi_two_leads_80,5,5,0,all_pass,0,5
safe_fallback,fusion_physical_false_positive_v2,prop_barrel_right_1p30,5,5,0,all_pass,0,0
safe_fallback,fusion_physical_false_positive_v2,prop_barrel_right_1p40,5,5,0,all_pass,0,0
safe_fallback,fusion_physical_false_positive_v2,prop_box_right_1p40,5,5,0,all_pass,0,0
safe_fallback,fusion_physical_false_positive_v2,prop_box_right_1p50,5,5,0,all_pass,0,0
safe_fallback,fusion_physical_false_positive_v2,prop_trashcan_left_1p30,5,5,0,all_pass,0,0
safe_fallback,fusion_physical_false_positive_v2,prop_trashcan_left_1p40,5,5,0,all_pass,0,0
safe_fallback,fusion_physical_false_positive_v2,prop_streetbarrier_right_1p30,5,5,0,all_pass,0,0
safe_fallback,fusion_physical_false_positive_v2,prop_streetbarrier_right_1p40,5,5,0,all_pass,0,0
safe_fallback,fusion_nonvehicle_hazard_limitation,prop_box_in_path_0p00,5,5,0,all_pass,0,5
safe_fallback,fusion_nonvehicle_hazard_limitation,prop_barrel_in_path_0p00,5,5,0,all_pass,0,5
safe_fallback,fusion_benefit_stress,synthetic_false_object_60_18,5,5,0,all_pass,0,0
safe_fallback,fusion_benefit_stress,synthetic_false_object_80_22,5,5,0,all_pass,0,0
safe_fallback,fusion_benefit_stress,synthetic_false_object_90_28,5,5,0,all_pass,0,0
safe_fallback,fusion_benefit_stress,synthetic_false_object_near_left_80_20,5,5,0,all_pass,0,0
safe_fallback,fusion_benefit_stress,synthetic_false_object_near_right_80_20,5,5,0,all_pass,0,0
safe_fallback,fusion_benefit_stress,synthetic_false_object_low_height_80_18,5,5,0,all_pass,0,0
radar_only,perturbation,pert_ccrs_v63_g60,3,3,0,all_pass,0,3
radar_only,perturbation,pert_ccrs_v65_g59,3,3,0,all_pass,0,3
radar_only,perturbation,pert_ccrs_v65_g60,3,3,0,all_pass,0,3
radar_only,perturbation,pert_ccrs_v65_g61,3,3,0,all_pass,0,3
radar_only,perturbation,pert_ccrs_v67_g60,3,3,0,all_pass,0,3
radar_only,perturbation,pert_ccrm_v63_g50,3,3,0,all_pass,0,3
radar_only,perturbation,pert_ccrm_v65_g49,3,3,0,all_pass,0,3
radar_only,perturbation,pert_ccrm_v65_g50,3,3,0,all_pass,0,3
radar_only,perturbation,pert_ccrm_v65_g51,3,3,0,all_pass,0,3
radar_only,perturbation,pert_ccrm_v67_g50,3,3,0,all_pass,0,3
radar_only,perturbation,pert_cutin_t0p9_g38,3,3,0,all_pass,0,3
radar_only,perturbation,pert_cutin_t1p0_g37,3,3,0,all_pass,0,3
radar_only,perturbation,pert_cutin_t1p0_g38,3,3,0,all_pass,0,3
radar_only,perturbation,pert_cutin_t1p0_g39,3,3,0,all_pass,0,3
radar_only,perturbation,pert_cutin_t1p1_g38,3,3,0,all_pass,0,3
radar_only,perturbation,pert_box_xm0p15_g20,3,3,0,all_pass,0,3
radar_only,perturbation,pert_box_x0_g19,3,0,3,all_fail,3,3
radar_only,perturbation,pert_box_x0_g20,3,3,0,all_pass,0,3
radar_only,perturbation,pert_box_x0_g21,3,3,0,all_pass,0,3
radar_only,perturbation,pert_box_xp0p15_g20,3,3,0,all_pass,0,3
hard_gate,perturbation,pert_ccrs_v63_g60,3,3,0,all_pass,0,3
hard_gate,perturbation,pert_ccrs_v65_g59,3,3,0,all_pass,0,3
hard_gate,perturbation,pert_ccrs_v65_g60,3,3,0,all_pass,0,3
hard_gate,perturbation,pert_ccrs_v65_g61,3,3,0,all_pass,0,3
hard_gate,perturbation,pert_ccrs_v67_g60,3,3,0,all_pass,0,3
hard_gate,perturbation,pert_ccrm_v63_g50,3,3,0,all_pass,0,3
hard_gate,perturbation,pert_ccrm_v65_g49,3,3,0,all_pass,0,3
hard_gate,perturbation,pert_ccrm_v65_g50,3,3,0,all_pass,0,3
hard_gate,perturbation,pert_ccrm_v65_g51,3,3,0,all_pass,0,3
hard_gate,perturbation,pert_ccrm_v67_g50,3,3,0,all_pass,0,3
hard_gate,perturbation,pert_cutin_t0p9_g38,3,3,0,all_pass,0,3
hard_gate,perturbation,pert_cutin_t1p0_g37,3,3,0,all_pass,0,3
hard_gate,perturbation,pert_cutin_t1p0_g38,3,3,0,all_pass,0,3
hard_gate,perturbation,pert_cutin_t1p0_g39,3,3,0,all_pass,0,3
hard_gate,perturbation,pert_cutin_t1p1_g38,3,3,0,all_pass,0,3
hard_gate,perturbation,pert_box_xm0p15_g20,3,0,3,all_fail,3,0
hard_gate,perturbation,pert_box_x0_g19,3,0,3,all_fail,3,0
hard_gate,perturbation,pert_box_x0_g20,3,0,3,all_fail,3,0
hard_gate,perturbation,pert_box_x0_g21,3,0,3,all_fail,3,0
hard_gate,perturbation,pert_box_xp0p15_g20,3,0,3,all_fail,3,0
safe_fallback,perturbation,pert_ccrs_v63_g60,3,3,0,all_pass,0,3
safe_fallback,perturbation,pert_ccrs_v65_g59,3,3,0,all_pass,0,3
safe_fallback,perturbation,pert_ccrs_v65_g60,3,3,0,all_pass,0,3
safe_fallback,perturbation,pert_ccrs_v65_g61,3,3,0,all_pass,0,3
safe_fallback,perturbation,pert_ccrs_v67_g60,3,3,0,all_pass,0,3
safe_fallback,perturbation,pert_ccrm_v63_g50,3,3,0,all_pass,0,3
safe_fallback,perturbation,pert_ccrm_v65_g49,3,3,0,all_pass,0,3
safe_fallback,perturbation,pert_ccrm_v65_g50,3,3,0,all_pass,0,3
safe_fallback,perturbation,pert_ccrm_v65_g51,3,3,0,all_pass,0,3
safe_fallback,perturbation,pert_ccrm_v67_g50,3,3,0,all_pass,0,3
safe_fallback,perturbation,pert_cutin_t0p9_g38,3,3,0,all_pass,0,3
safe_fallback,perturbation,pert_cutin_t1p0_g37,3,3,0,all_pass,0,3
safe_fallback,perturbation,pert_cutin_t1p0_g38,3,3,0,all_pass,0,3
safe_fallback,perturbation,pert_cutin_t1p0_g39,3,3,0,all_pass,0,3
safe_fallback,perturbation,pert_cutin_t1p1_g38,3,3,0,all_pass,0,3
safe_fallback,perturbation,pert_box_xm0p15_g20,3,3,0,all_pass,0,3
safe_fallback,perturbation,pert_box_x0_g19,3,0,3,all_fail,3,3
safe_fallback,perturbation,pert_box_x0_g20,3,3,0,all_pass,0,3
safe_fallback,perturbation,pert_box_x0_g21,3,0,3,all_fail,0,3
safe_fallback,perturbation,pert_box_xp0p15_g20,3,3,0,all_pass,0,3
hard_gate,degradation,camera_off_clear_65,3,3,0,all_pass,0,0
hard_gate,degradation,camera_off_ccrs_65,3,0,3,all_fail,3,0
hard_gate,degradation,camera_off_ccrm_65_30,3,0,3,all_fail,3,0
hard_gate,degradation,camera_off_ccrb_65,3,0,3,all_fail,3,0
hard_gate,degradation,camera_off_adjacent_65,3,3,0,all_pass,0,0
hard_gate,degradation,camera_off_cutin_65,3,0,3,all_fail,3,0
hard_gate,degradation,camera_off_box_center,3,0,3,all_fail,3,0
hard_gate,degradation,camera_off_barrel_center,3,0,3,all_fail,3,0
hard_gate,degradation,camera_off_box_edge,3,3,0,all_pass,0,0
hard_gate,degradation,camera_off_synthetic_4pt,3,3,0,all_pass,0,0
safe_fallback,degradation,camera_off_clear_65,3,3,0,all_pass,0,0
safe_fallback,degradation,camera_off_ccrs_65,3,0,3,all_fail,3,3
safe_fallback,degradation,camera_off_ccrm_65_30,3,3,0,all_pass,0,3
safe_fallback,degradation,camera_off_ccrb_65,3,0,3,all_fail,3,3
safe_fallback,degradation,camera_off_adjacent_65,3,3,0,all_pass,0,0
safe_fallback,degradation,camera_off_cutin_65,3,3,0,all_pass,0,3
safe_fallback,degradation,camera_off_box_center,3,3,0,all_pass,0,3
safe_fallback,degradation,camera_off_barrel_center,3,3,0,all_pass,0,3
safe_fallback,degradation,camera_off_box_edge,3,3,0,all_pass,0,0
safe_fallback,degradation,camera_off_synthetic_4pt,3,3,0,all_pass,0,0
radar_only,holdout,holdout_cart_center_v50_g18,5,0,5,all_fail,5,0
radar_only,holdout,holdout_bench_center_v60_g22,5,0,5,all_fail,5,5
radar_only,holdout,holdout_warning_center_v70_g25,5,0,5,all_fail,5,5
radar_only,holdout,holdout_cart_edge_v60_x1p40,5,5,0,all_pass,0,0
radar_only,holdout,holdout_garbage_edge_v60_xm1p35,5,5,0,all_pass,0,0
radar_only,holdout,holdout_cybertruck_stationary,5,5,0,all_pass,0,5
radar_only,holdout,holdout_van_moving,5,5,0,all_pass,0,5
radar_only,holdout,holdout_truck_stationary,5,5,0,all_pass,0,5
radar_only,holdout,holdout_motorcycle_stationary,5,5,0,all_pass,0,5
radar_only,holdout,holdout_ghost_6pt_center,5,0,5,all_fail,0,5
radar_only,holdout,holdout_ghost_8pt_center,5,0,5,all_fail,0,5
radar_only,holdout,holdout_ghost_10pt_center,5,0,5,all_fail,0,5
radar_only,holdout,holdout_ghost_8pt_offset_0p50,5,0,5,all_fail,0,5
radar_only,holdout,holdout_ghost_8pt_offset_0p75,5,0,5,all_fail,0,5
hard_gate,holdout,holdout_cart_center_v50_g18,5,0,5,all_fail,5,0
hard_gate,holdout,holdout_bench_center_v60_g22,5,0,5,all_fail,5,0
hard_gate,holdout,holdout_warning_center_v70_g25,5,0,5,all_fail,5,5
hard_gate,holdout,holdout_cart_edge_v60_x1p40,5,5,0,all_pass,0,0
hard_gate,holdout,holdout_garbage_edge_v60_xm1p35,5,5,0,all_pass,0,0
hard_gate,holdout,holdout_cybertruck_stationary,5,5,0,all_pass,0,5
hard_gate,holdout,holdout_van_moving,5,5,0,all_pass,0,5
hard_gate,holdout,holdout_truck_stationary,5,5,0,all_pass,0,5
hard_gate,holdout,holdout_motorcycle_stationary,5,5,0,all_pass,0,5
hard_gate,holdout,holdout_ghost_6pt_center,5,5,0,all_pass,0,0
hard_gate,holdout,holdout_ghost_8pt_center,5,5,0,all_pass,0,0
hard_gate,holdout,holdout_ghost_10pt_center,5,5,0,all_pass,0,0
hard_gate,holdout,holdout_ghost_8pt_offset_0p50,5,5,0,all_pass,0,0
hard_gate,holdout,holdout_ghost_8pt_offset_0p75,5,5,0,all_pass,0,0
safe_fallback,holdout,holdout_cart_center_v50_g18,5,0,5,all_fail,5,0
safe_fallback,holdout,holdout_bench_center_v60_g22,5,0,5,all_fail,5,5
safe_fallback,holdout,holdout_warning_center_v70_g25,5,0,5,all_fail,5,5
safe_fallback,holdout,holdout_cart_edge_v60_x1p40,5,5,0,all_pass,0,0
safe_fallback,holdout,holdout_garbage_edge_v60_xm1p35,5,5,0,all_pass,0,0
safe_fallback,holdout,holdout_cybertruck_stationary,5,5,0,all_pass,0,5
safe_fallback,holdout,holdout_van_moving,5,5,0,all_pass,0,5
safe_fallback,holdout,holdout_truck_stationary,5,5,0,all_pass,0,5
safe_fallback,holdout,holdout_motorcycle_stationary,5,5,0,all_pass,0,5
safe_fallback,holdout,holdout_ghost_6pt_center,5,0,5,all_fail,0,5
safe_fallback,holdout,holdout_ghost_8pt_center,5,0,5,all_fail,0,5
safe_fallback,holdout,holdout_ghost_10pt_center,5,0,5,all_fail,0,5
safe_fallback,holdout,holdout_ghost_8pt_offset_0p50,5,0,5,all_fail,0,5
safe_fallback,holdout,holdout_ghost_8pt_offset_0p75,5,5,0,all_pass,0,0
