scenario_id,family,runs,pass,fail,collision,brake,mixed_outcome,first_brake_s_mean,first_brake_s_std,first_brake_s_min,first_brake_s_max,first_brake_s_range,brake_gap_m_mean,brake_gap_m_std,brake_gap_m_min,brake_gap_m_max,brake_gap_m_range,minimum_bumper_gap_m_mean,minimum_bumper_gap_m_std,minimum_bumper_gap_m_min,minimum_bumper_gap_m_max,minimum_bumper_gap_m_range,maximum_deceleration_mps2_mean,maximum_deceleration_mps2_std,maximum_deceleration_mps2_min,maximum_deceleration_mps2_max,maximum_deceleration_mps2_range,maximum_abs_jerk_mps3_mean,maximum_abs_jerk_mps3_std,maximum_abs_jerk_mps3_min,maximum_abs_jerk_mps3_max,maximum_abs_jerk_mps3_range,target_confirmed_rate_pct_mean,target_confirmed_rate_pct_std,target_confirmed_rate_pct_min,target_confirmed_rate_pct_max,target_confirmed_rate_pct_range,radar_target_hazard_match_rate_pct_mean,radar_target_hazard_match_rate_pct_std,radar_target_hazard_match_rate_pct_min,radar_target_hazard_match_rate_pct_max,radar_target_hazard_match_rate_pct_range
ccrb_95_gap_20,CCRb,5,0,5,5,5,False,2.1,0.0,2.1,2.1,0.0,18.5836,0.018831887850133188,18.562,18.605,0.04299999999999926,0.0016,0.017350504315437058,-0.018,0.023,0.040999999999999995,136.3308,1.0209018366131004,135.082,137.274,2.1920000000000073,2533.026,20.405155309381982,2508.07,2551.862,43.791999999999916,94.05,0.0,94.05,94.05,0.0,100.0,0.0,100.0,100.0,0.0
ccrb_95_gap_30,CCRb,5,5,0,0,5,False,2.3,0.0,2.3,2.3,0.0,27.0328,0.017600000000000195,27.024,27.068,0.04400000000000048,3.8932,0.01441388219738186,3.885,3.922,0.037000000000000366,11.389,0.0,11.389,11.389,0.0,144.396,6.402575356838837,138.096,153.898,15.801999999999992,94.12,0.0,94.12,94.12,0.0,100.0,0.0,100.0,100.0,0.0
ccrb_95_gap_40,CCRb,5,5,0,0,5,False,2.55,0.0,2.55,2.55,0.0,34.458,0.016577092628081536,34.448,34.491,0.04299999999999926,5.8292,0.012039933554633963,5.819,5.851,0.03200000000000003,11.3332,0.0003999999999997783,11.333,11.334,0.0009999999999994458,137.9456,0.30080000000000384,137.344,138.096,0.7520000000000095,94.452,0.02400000000000091,94.44,94.5,0.060000000000002274,100.0,0.0,100.0,100.0,0.0
ccrb_95_gap_50,CCRb,5,5,0,0,5,False,2.75,0.0,2.75,2.75,0.0,41.8062,0.0076524505878844806,41.791,41.811,0.020000000000003126,8.4422,0.0266112758055682,8.389,8.457,0.06800000000000139,11.013,0.0,11.013,11.013,0.0,186.7468,6.173966323199378,181.878,198.758,16.880000000000024,94.78,0.0,94.78,94.78,0.0,100.0,0.0,100.0,100.0,0.0
ccrb_95_gap_60,CCRb,5,5,0,0,5,False,3.01,0.019999999999999928,3.0,3.05,0.04999999999999982,47.571400000000004,0.36470349600737434,46.842,47.756,0.9140000000000015,9.5894,0.31470341593316026,8.96,9.748,0.7879999999999985,10.517999999999999,0.10400000000000062,10.466,10.726,0.26000000000000156,138.096,0.0,138.096,138.096,0.0,95.08,0.0,95.08,95.08,0.0,100.0,0.0,100.0,100.0,0.0
ccrb_95_gap_80,CCRb,5,5,0,0,5,False,3.65,0.0,3.65,3.65,0.0,53.344,0.0012649110640644038,53.343,53.346,0.0029999999999930083,10.2136,0.0010198039027187582,10.212,10.215,0.0030000000000001137,9.931,0.0,9.931,9.931,0.0,180.4092,6.714982483968219,171.898,190.696,18.798000000000002,51.45,0.0,51.45,51.45,0.0,100.0,0.0,100.0,100.0,0.0
ccrm_100_70_gap_20,CCRm,5,5,0,0,5,False,0.15,0.0,0.15,0.15,0.0,18.964,0.0,18.964,18.964,0.0,14.583,0.0,14.583,14.583,0.0,9.137,0.0,9.137,9.137,0.0,88.472,0.0,88.472,88.472,0.0,32.14,0.0,32.14,32.14,0.0,100.0,0.0,100.0,100.0,0.0
ccrm_100_70_gap_30,CCRm,5,5,0,0,5,False,0.35,0.0,0.35,0.35,0.0,27.3,0.0,27.3,27.3,0.0,16.5538,0.00039999999999906777,16.553,16.554,0.0009999999999976694,9.072,0.0,9.072,9.072,0.0,135.418,0.0,135.418,135.418,0.0,42.76,0.0,42.76,42.76,0.0,100.0,0.0,100.0,100.0,0.0
ccrm_100_70_gap_40,CCRm,5,5,0,0,5,False,1.55,0.0,1.55,1.55,0.0,27.308,0.0021908902300207477,27.305,27.311,0.006000000000000227,19.4026,0.0013564659966252446,19.401,19.405,0.004000000000001336,9.782,0.0,9.782,9.782,0.0,144.394,17.951999999999998,135.418,180.298,44.879999999999995,42.61,0.0,42.61,42.61,0.0,100.0,0.0,100.0,100.0,0.0
ccrm_100_70_gap_50,CCRm,5,5,0,0,5,False,2.7,0.0,2.7,2.7,0.0,27.687,0.004816637831517199,27.682,27.695,0.013000000000001677,22.179,0.003741657386773767,22.175,22.186,0.010999999999999233,9.811399999999999,0.0004898979485563641,9.811,9.812,0.0009999999999994458,148.9604,16.589295555869754,135.418,169.798,34.379999999999995,45.0,0.0,45.0,45.0,0.0,100.0,0.0,100.0,100.0,0.0
