scenario_id,family,runs,pass,fail,collision,brake,mixed_outcome,first_brake_s_mean,first_brake_s_std,first_brake_s_min,first_brake_s_max,first_brake_s_range,brake_gap_m_mean,brake_gap_m_std,brake_gap_m_min,brake_gap_m_max,brake_gap_m_range,minimum_bumper_gap_m_mean,minimum_bumper_gap_m_std,minimum_bumper_gap_m_min,minimum_bumper_gap_m_max,minimum_bumper_gap_m_range,maximum_deceleration_mps2_mean,maximum_deceleration_mps2_std,maximum_deceleration_mps2_min,maximum_deceleration_mps2_max,maximum_deceleration_mps2_range,maximum_abs_jerk_mps3_mean,maximum_abs_jerk_mps3_std,maximum_abs_jerk_mps3_min,maximum_abs_jerk_mps3_max,maximum_abs_jerk_mps3_range,target_confirmed_rate_pct_mean,target_confirmed_rate_pct_std,target_confirmed_rate_pct_min,target_confirmed_rate_pct_max,target_confirmed_rate_pct_range,radar_target_hazard_match_rate_pct_mean,radar_target_hazard_match_rate_pct_std,radar_target_hazard_match_rate_pct_min,radar_target_hazard_match_rate_pct_max,radar_target_hazard_match_rate_pct_range
ccrb_50_gap_60,CCRb,5,5,0,0,5,False,5.06,0.019999999999999928,5.05,5.1,0.04999999999999982,20.7876,0.2643017971940411,20.259,20.921,0.661999999999999,8.421199999999999,0.2641025558376897,7.893,8.555,0.6619999999999999,12.4238,1.281407257666351,9.861,13.072,3.2109999999999985,231.2012,55.937637627629584,119.326,259.242,139.91600000000003,37.32,0.18000000000000116,37.23,37.68,0.45000000000000284,100.0,0.0,100.0,100.0,0.0
ccrb_50_gap_80,CCRb,5,5,0,0,5,False,6.5,0.0,6.5,6.5,0.0,20.777,0.00228035085019857,20.773,20.78,0.0070000000000014495,8.4114,0.0020591260281976735,8.408,8.413,0.005000000000000782,11.7768,1.5642481133119515,9.861,13.06,3.199,204.1496,67.12098506309334,119.906,259.08,139.17399999999998,30.72,0.0,30.72,30.72,0.0,100.0,0.0,100.0,100.0,0.0
ccrb_65_gap_20,CCRb,5,5,0,0,5,False,2.3,0.0,2.3,2.3,0.0,17.0398,0.021094074997497134,17.014,17.059,0.045000000000001705,3.0844,0.07048290572897802,2.991,3.209,0.21799999999999997,10.496,0.0,10.496,10.496,0.0,214.3836,118.58667254898418,133.638,450.32,316.682,97.746,0.007999999999998408,97.73,97.75,0.01999999999999602,100.0,0.0,100.0,100.0,0.0
ccrb_65_gap_30,CCRb,5,5,0,0,5,False,2.75,0.0,2.75,2.75,0.0,22.1944,0.01220819396962478,22.17,22.201,0.030999999999998806,4.148,0.028516661796219953,4.091,4.164,0.07299999999999951,10.516399999999999,0.016800000000000637,10.508,10.55,0.04200000000000159,133.64,0.0,133.64,133.64,0.0,93.904,0.02939387691339925,93.88,93.94,0.060000000000002274,100.0,0.0,100.0,100.0,0.0
ccrb_65_gap_40,CCRb,5,5,0,0,5,False,3.2,0.0,3.2,3.2,0.0,25.2162,0.00039999999999906777,25.216,25.217,0.0009999999999976694,5.869,0.0006324555320336062,5.868,5.87,0.0019999999999997797,10.512,0.0,10.512,10.512,0.0,165.4112,4.266819630591382,157.074,168.644,11.569999999999993,94.44,0.0,94.44,94.44,0.0,100.0,0.0,100.0,100.0,0.0
ccrb_65_gap_50,CCRb,5,5,0,0,5,False,3.65,0.0,3.65,3.65,0.0,27.0926,0.0008000000000009778,27.092,27.094,0.0020000000000024443,7.7076,0.0007999999999999563,7.707,7.709,0.0019999999999997797,10.513,0.0,10.513,10.513,0.0,177.966,7.59028104881499,171.484,190.738,19.25399999999999,52.99,0.0,52.99,52.99,0.0,100.0,0.0,100.0,100.0,0.0
ccrb_65_gap_60,CCRb,5,5,0,0,5,False,4.2,0.0,4.2,4.2,0.0,27.1646,0.003261901286059822,27.162,27.171,0.009000000000000341,7.7702,0.003969886648255628,7.767,7.778,0.010999999999999233,10.513,0.0,10.513,10.513,0.0,184.3636,5.9942040539174215,176.176,194.626,18.450000000000017,46.88,0.0,46.88,46.88,0.0,100.0,0.0,100.0,100.0,0.0
ccrb_65_gap_80,CCRb,5,5,0,0,5,False,5.35,0.0,5.35,5.35,0.0,26.403399999999998,0.00440908153700963,26.4,26.412,0.012000000000000455,7.0078,0.004261455150532551,7.005,7.016,0.01100000000000012,10.513,0.0,10.513,10.513,0.0,178.6596,3.4351725196851453,173.836,183.18,9.343999999999994,40.4,0.0,40.4,40.4,0.0,100.0,0.0,100.0,100.0,0.0
ccrb_80_gap_20,CCRb,5,5,0,0,5,False,2.2,0.0,2.2,2.2,0.0,17.8656,0.03470216131597548,17.848,17.935,0.08699999999999974,1.091,0.02445403852127496,1.07,1.139,0.06899999999999995,11.1158,0.0003999999999997783,11.115,11.116,0.0009999999999994458,205.7912,128.7544,141.414,463.3,321.886,97.85,0.0,97.85,97.85,0.0,100.0,0.0,100.0,100.0,0.0
ccrb_80_gap_30,CCRb,5,5,0,0,5,False,2.5,0.0,2.5,2.5,0.0,25.063,0.0015491933384821082,25.062,25.066,0.003999999999997783,3.658,0.00303315017762055,3.654,3.663,0.008999999999999897,11.8294,0.056439702337982185,11.748,11.916,0.16800000000000104,236.428,1.125188695286265,234.808,238.156,3.348000000000013,94.0,0.0,94.0,94.0,0.0,100.0,0.0,100.0,100.0,0.0
